"fishing_fleet","gear_type","time_start","time_end","geographic_identifier","fishing_mode","species","measurement_type","measurement_unit","measurement_value","source_authority","measurement","measurement_processing_level"
"MH","S",2017-01-01,2017-12-31,"WCPFC","UNK","BUM","NC","t",21,"WCPFC","catch","raised"
"PG","S",2017-01-01,2017-12-31,"WCPFC","UNK","BUM","NC","t",69,"WCPFC","catch","raised"
"PH","S",2017-01-01,2017-12-31,"WCPFC","UNK","BUM","NC","t",134,"WCPFC","catch","raised"
"TW","S",2017-01-01,2017-12-31,"WCPFC","UNK","BUM","NC","t",1,"WCPFC","catch","raised"
"US","S",2017-01-01,2017-12-31,"WCPFC","UNK","BUM","NC","t",4,"WCPFC","catch","raised"
"VN","S",2017-01-01,2017-12-31,"WCPFC","UNK","BUM","NC","t",47,"WCPFC","catch","raised"
"JP","T",2017-01-01,2017-12-31,"WCPFC","UNK","BUM","NC","t",117,"WCPFC","catch","raised"
"US","T",2017-01-01,2017-12-31,"WCPFC","UNK","BUM","NC","t",154,"WCPFC","catch","raised"
"JP","G",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",5,"WCPFC","catch","raised"
"VN","G",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",970,"WCPFC","catch","raised"
"ID","H",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",80,"WCPFC","catch","raised"
"PH","H",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",946,"WCPFC","catch","raised"
"US","H",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"AU","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",52,"WCPFC","catch","raised"
"CK","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",108,"WCPFC","catch","raised"
"CN","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",1724,"WCPFC","catch","raised"
"FJ","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",159,"WCPFC","catch","raised"
"FM","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",318,"WCPFC","catch","raised"
"JP","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",1472,"WCPFC","catch","raised"
"KI","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",28,"WCPFC","catch","raised"
"KR","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",1740,"WCPFC","catch","raised"
"MH","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",117,"WCPFC","catch","raised"
"NC","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",13,"WCPFC","catch","raised"
"PF","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",224,"WCPFC","catch","raised"
"PG","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",40,"WCPFC","catch","raised"
"PW","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",87,"WCPFC","catch","raised"
"SB","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",268,"WCPFC","catch","raised"
"TO","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",17,"WCPFC","catch","raised"
"TV","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",14,"WCPFC","catch","raised"
"TW","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",4460,"WCPFC","catch","raised"
"US","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",599,"WCPFC","catch","raised"
"VN","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",10,"WCPFC","catch","raised"
"VU","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",270,"WCPFC","catch","raised"
"WS","L",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",33,"WCPFC","catch","raised"
"JP","O",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",44,"WCPFC","catch","raised"
"PF","O",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",231,"WCPFC","catch","raised"
"PF","P",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",20,"WCPFC","catch","raised"
"PH","R",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",60,"WCPFC","catch","raised"
"FM","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",31,"WCPFC","catch","raised"
"ID","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",183,"WCPFC","catch","raised"
"JP","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",60,"WCPFC","catch","raised"
"KI","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",27,"WCPFC","catch","raised"
"MH","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",12,"WCPFC","catch","raised"
"NR","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",4,"WCPFC","catch","raised"
"PG","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",69,"WCPFC","catch","raised"
"PH","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",134,"WCPFC","catch","raised"
"SB","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",12,"WCPFC","catch","raised"
"TV","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",7,"WCPFC","catch","raised"
"TW","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",56,"WCPFC","catch","raised"
"US","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",58,"WCPFC","catch","raised"
"VN","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",47,"WCPFC","catch","raised"
"VU","S",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",19,"WCPFC","catch","raised"
"JP","T",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",168,"WCPFC","catch","raised"
"US","T",2018-01-01,2018-12-31,"WCPFC","UNK","BUM","NC","t",165,"WCPFC","catch","raised"
"JP","G",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",17,"WCPFC","catch","raised"
"VN","G",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",970,"WCPFC","catch","raised"
"ID","H",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",80,"WCPFC","catch","raised"
"PH","H",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",875,"WCPFC","catch","raised"
"US","H",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",5,"WCPFC","catch","raised"
"AU","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",30,"WCPFC","catch","raised"
"CK","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",63,"WCPFC","catch","raised"
"CN","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",1375,"WCPFC","catch","raised"
"FJ","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",254,"WCPFC","catch","raised"
"FM","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",432,"WCPFC","catch","raised"
"JP","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",1436,"WCPFC","catch","raised"
"KI","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",22,"WCPFC","catch","raised"
"KR","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",2007,"WCPFC","catch","raised"
"MH","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",192,"WCPFC","catch","raised"
"NC","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",15,"WCPFC","catch","raised"
"PF","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",278,"WCPFC","catch","raised"
"PG","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",29,"WCPFC","catch","raised"
"PW","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",63,"WCPFC","catch","raised"
"SB","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",282,"WCPFC","catch","raised"
"TO","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",47,"WCPFC","catch","raised"
"TV","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",11,"WCPFC","catch","raised"
"TW","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",4264,"WCPFC","catch","raised"
"US","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",859,"WCPFC","catch","raised"
"VN","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",10,"WCPFC","catch","raised"
"VU","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",219,"WCPFC","catch","raised"
"WS","L",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",54,"WCPFC","catch","raised"
"JP","O",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",70,"WCPFC","catch","raised"
"PF","O",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",247,"WCPFC","catch","raised"
"PF","P",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",23,"WCPFC","catch","raised"
"PH","R",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",60,"WCPFC","catch","raised"
"FM","S",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",33,"WCPFC","catch","raised"
"ID","S",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",183,"WCPFC","catch","raised"
"JP","S",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",60,"WCPFC","catch","raised"
"KI","S",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",23,"WCPFC","catch","raised"
"MH","S",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",9,"WCPFC","catch","raised"
"NR","S",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"PG","S",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",55,"WCPFC","catch","raised"
"PH","S",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",134,"WCPFC","catch","raised"
"SB","S",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",11,"WCPFC","catch","raised"
"TW","S",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",8,"WCPFC","catch","raised"
"US","S",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",24,"WCPFC","catch","raised"
"VN","S",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",47,"WCPFC","catch","raised"
"JP","T",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",154,"WCPFC","catch","raised"
"US","T",2019-01-01,2019-12-31,"WCPFC","UNK","BUM","NC","t",177,"WCPFC","catch","raised"
"JP","G",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",50,"WCPFC","catch","raised"
"VN","G",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",2138,"WCPFC","catch","raised"
"ID","H",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",80,"WCPFC","catch","raised"
"PH","H",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",875,"WCPFC","catch","raised"
"US","H",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"AU","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",20,"WCPFC","catch","raised"
"CK","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",48,"WCPFC","catch","raised"
"CN","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",1139,"WCPFC","catch","raised"
"ES","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",24,"WCPFC","catch","raised"
"FJ","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",159,"WCPFC","catch","raised"
"FM","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",288,"WCPFC","catch","raised"
"JP","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",990,"WCPFC","catch","raised"
"KI","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",101.66,"WCPFC","catch","raised"
"KR","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",1389,"WCPFC","catch","raised"
"MH","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",98,"WCPFC","catch","raised"
"NC","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",10,"WCPFC","catch","raised"
"NZ","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",1,"WCPFC","catch","raised"
"PF","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",249,"WCPFC","catch","raised"
"PG","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",1,"WCPFC","catch","raised"
"SB","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",121,"WCPFC","catch","raised"
"TO","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",21,"WCPFC","catch","raised"
"TV","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"TW","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",2675,"WCPFC","catch","raised"
"US","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",512,"WCPFC","catch","raised"
"VN","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",53,"WCPFC","catch","raised"
"VU","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",186,"WCPFC","catch","raised"
"WS","L",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",73,"WCPFC","catch","raised"
"JP","O",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",70,"WCPFC","catch","raised"
"PF","O",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",264,"WCPFC","catch","raised"
"PF","P",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",22,"WCPFC","catch","raised"
"PH","R",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",60,"WCPFC","catch","raised"
"FM","S",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",31.75,"WCPFC","catch","raised"
"ID","S",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",183,"WCPFC","catch","raised"
"JP","S",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",60,"WCPFC","catch","raised"
"KI","S",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",22.32,"WCPFC","catch","raised"
"MH","S",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",11.01,"WCPFC","catch","raised"
"NR","S",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",35.3,"WCPFC","catch","raised"
"PG","S",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",44.31,"WCPFC","catch","raised"
"SB","S",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",5.04,"WCPFC","catch","raised"
"TV","S",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",1.96,"WCPFC","catch","raised"
"US","S",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",24,"WCPFC","catch","raised"
"VN","S",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",52,"WCPFC","catch","raised"
"VU","S",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",5.45,"WCPFC","catch","raised"
"JP","T",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",113,"WCPFC","catch","raised"
"US","T",2020-01-01,2020-12-31,"WCPFC","UNK","BUM","NC","t",111,"WCPFC","catch","raised"
"JP","G",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",17,"WCPFC","catch","raised"
"VN","G",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",974,"WCPFC","catch","raised"
"ID","H",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",80,"WCPFC","catch","raised"
"PH","H",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",875,"WCPFC","catch","raised"
"US","H",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"AU","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",37,"WCPFC","catch","raised"
"CK","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",37,"WCPFC","catch","raised"
"CN","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",843,"WCPFC","catch","raised"
"ES","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",26,"WCPFC","catch","raised"
"FJ","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",154,"WCPFC","catch","raised"
"FM","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",272,"WCPFC","catch","raised"
"ID","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",4,"WCPFC","catch","raised"
"JP","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",1178,"WCPFC","catch","raised"
"KI","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",101.28,"WCPFC","catch","raised"
"KR","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",1168,"WCPFC","catch","raised"
"MH","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",130,"WCPFC","catch","raised"
"NC","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",16,"WCPFC","catch","raised"
"NZ","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",2,"WCPFC","catch","raised"
"PF","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",176,"WCPFC","catch","raised"
"SB","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",217,"WCPFC","catch","raised"
"TO","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",42,"WCPFC","catch","raised"
"TV","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",1,"WCPFC","catch","raised"
"TW","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",2646,"WCPFC","catch","raised"
"US","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",393,"WCPFC","catch","raised"
"VN","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",133,"WCPFC","catch","raised"
"VU","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",167,"WCPFC","catch","raised"
"WS","L",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",41,"WCPFC","catch","raised"
"JP","O",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",159,"WCPFC","catch","raised"
"PF","O",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",140,"WCPFC","catch","raised"
"PF","P",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",8,"WCPFC","catch","raised"
"PH","R",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",60,"WCPFC","catch","raised"
"CK","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",0.24,"WCPFC","catch","raised"
"EC","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",1,"WCPFC","catch","raised"
"FM","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",5.16,"WCPFC","catch","raised"
"ID","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",183,"WCPFC","catch","raised"
"JP","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",60,"WCPFC","catch","raised"
"KI","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",3.27,"WCPFC","catch","raised"
"MH","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",2.86,"WCPFC","catch","raised"
"NR","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",6.75,"WCPFC","catch","raised"
"PG","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",35.84,"WCPFC","catch","raised"
"SB","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",5.26,"WCPFC","catch","raised"
"TV","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",2.91,"WCPFC","catch","raised"
"TW","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",2.3,"WCPFC","catch","raised"
"US","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",2,"WCPFC","catch","raised"
"VN","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",224,"WCPFC","catch","raised"
"VU","S",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",2.28,"WCPFC","catch","raised"
"JP","T",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",6,"WCPFC","catch","raised"
"US","T",2021-01-01,2021-12-31,"WCPFC","UNK","BUM","NC","t",126,"WCPFC","catch","raised"
"JP","G",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"VN","G",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",1261,"WCPFC","catch","raised"
"ID","H",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",80,"WCPFC","catch","raised"
"PH","H",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",875,"WCPFC","catch","raised"
"US","H",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"AU","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",47,"WCPFC","catch","raised"
"CK","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",43,"WCPFC","catch","raised"
"CN","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",894,"WCPFC","catch","raised"
"ES","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",30,"WCPFC","catch","raised"
"FJ","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",113,"WCPFC","catch","raised"
"FM","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",342.15,"WCPFC","catch","raised"
"ID","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",4,"WCPFC","catch","raised"
"JP","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",1078,"WCPFC","catch","raised"
"KI","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",155.17,"WCPFC","catch","raised"
"KR","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",908,"WCPFC","catch","raised"
"MH","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",188,"WCPFC","catch","raised"
"NC","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",20,"WCPFC","catch","raised"
"PF","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",179,"WCPFC","catch","raised"
"PG","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",33,"WCPFC","catch","raised"
"PW","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",2,"WCPFC","catch","raised"
"SB","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",220,"WCPFC","catch","raised"
"TO","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",45,"WCPFC","catch","raised"
"TW","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",2849,"WCPFC","catch","raised"
"US","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",450,"WCPFC","catch","raised"
"VN","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",106,"WCPFC","catch","raised"
"VU","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",164,"WCPFC","catch","raised"
"WS","L",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",47,"WCPFC","catch","raised"
"JP","O",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",159,"WCPFC","catch","raised"
"PF","O",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",150,"WCPFC","catch","raised"
"PF","P",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",10,"WCPFC","catch","raised"
"PH","R",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",60,"WCPFC","catch","raised"
"FM","S",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",11.9,"WCPFC","catch","raised"
"ID","S",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",183,"WCPFC","catch","raised"
"JP","S",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",59,"WCPFC","catch","raised"
"KI","S",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",64.85,"WCPFC","catch","raised"
"MH","S",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",6.26,"WCPFC","catch","raised"
"NR","S",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",22.9,"WCPFC","catch","raised"
"PG","S",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",39.04,"WCPFC","catch","raised"
"SB","S",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",5.89,"WCPFC","catch","raised"
"TV","S",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",1.81,"WCPFC","catch","raised"
"TW","S",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",1.3,"WCPFC","catch","raised"
"US","S",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"VN","S",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",200,"WCPFC","catch","raised"
"VU","S",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",1.54,"WCPFC","catch","raised"
"JP","T",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",6,"WCPFC","catch","raised"
"US","T",2022-01-01,2022-12-31,"WCPFC","UNK","BUM","NC","t",116,"WCPFC","catch","raised"
"ID","G",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"JP","G",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"ID","H",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",6,"WCPFC","catch","raised"
"PH","H",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",875,"WCPFC","catch","raised"
"US","H",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",3,"WCPFC","catch","raised"
"AU","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",46,"WCPFC","catch","raised"
"CK","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",4.55,"WCPFC","catch","raised"
"CN","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",1297,"WCPFC","catch","raised"
"ES","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",53,"WCPFC","catch","raised"
"FJ","L",2023-01-01,2023-12-31,"WCPFC","UNK","BUM","NC","t",226.01,"WCPFC","catch","raised"
