"YY","GEAR_CODE","FLAG_CODE","FLEET_CODE","SP_CODE","SP_NAME","SP_MT"
2004,"L","PW",NA,"YFT","YELLOWFIN TUNA",28
1994,"P","ID",NA,"SKJ","SKIPJACK TUNA",68723
1994,"P","ID",NA,"YFT","YELLOWFIN TUNA",13926
1994,"P","ID",NA,"BET","BIGEYE TUNA",2999
2015,"L","FJ",NA,"BET","BIGEYE TUNA",1184
2015,"L","FJ",NA,"ALB","ALBACORE",7855
2015,"L","FJ",NA,"YFT","YELLOWFIN TUNA",3647
2015,"L","FJ",NA,"PBF","PACIFIC BLUEFIN TUNA",1
2015,"L","FJ",NA,"SKJ","SKIPJACK TUNA",399
2015,"L","FJ",NA,"BSH","BLUE SHARK",16
2015,"L","FJ",NA,"MLS","STRIPED MARLIN",36
2015,"L","FJ",NA,"SWO","SWORDFISH",122
1966,"P","JP","DW","YFT","YELLOWFIN TUNA",2121
1966,"P","JP","DW","SKJ","SKIPJACK TUNA",212985
1966,"P","JP","DW","BET","BIGEYE TUNA",1108
1966,"P","JP","DW","ALB","ALBACORE",22830
1984,"S","JP","CS","YFT","YELLOWFIN TUNA",887
1984,"S","JP","CS","BET","BIGEYE TUNA",27
1984,"S","JP","CS","ALB","ALBACORE",436
1984,"S","JP","CS","SKJ","SKIPJACK TUNA",3746
1972,"G","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",39
1972,"G","JP",NA,"SWO","SWORDFISH",55
1972,"G","JP",NA,"ALB","ALBACORE",1
1972,"G","JP",NA,"MLS","STRIPED MARLIN",243
1972,"G","JP",NA,"SKJ","SKIPJACK TUNA",110
1970,"P","US","HW","YFT","YELLOWFIN TUNA",18
2024,"S","EC",NA,"MLS","STRIPED MARLIN",2.68
2024,"S","EC",NA,"SKJ","SKIPJACK TUNA",25925.767
2024,"S","EC",NA,"BET","BIGEYE TUNA",7040.313
2024,"S","EC",NA,"YFT","YELLOWFIN TUNA",5913.881
2009,"T","US","MP","YFT","YELLOWFIN TUNA",11
2009,"T","US","MP","SKJ","SKIPJACK TUNA",109
1967,"H","PH",NA,"YFT","YELLOWFIN TUNA",3220
1967,"H","PH",NA,"SWO","SWORDFISH",52
1994,"T","US","AS","YFT","YELLOWFIN TUNA",22
1994,"T","US","AS","SKJ","SKIPJACK TUNA",61
1988,"S","PH","PH","YFT","YELLOWFIN TUNA",15378
1988,"S","PH","PH","BET","BIGEYE TUNA",1758
1988,"S","PH","PH","SKJ","SKIPJACK TUNA",26796
2013,"S","PH","DW","YFT","YELLOWFIN TUNA",39557
2013,"S","PH","DW","SKJ","SKIPJACK TUNA",41559
2013,"S","PH","DW","BET","BIGEYE TUNA",3721
2008,"S","PH","DW","SKJ","SKIPJACK TUNA",25811
2008,"S","PH","DW","BET","BIGEYE TUNA",2212
2008,"S","PH","DW","YFT","YELLOWFIN TUNA",21853
1991,"S","JP","DW","YFT","YELLOWFIN TUNA",51429
1991,"S","JP","DW","ALB","ALBACORE",2373
1991,"S","JP","DW","PBF","PACIFIC BLUEFIN TUNA",4336
1991,"S","JP","DW","SKJ","SKIPJACK TUNA",139227
1991,"S","JP","DW","BET","BIGEYE TUNA",9777
2018,"T","WF",NA,"MLS","STRIPED MARLIN",1
2018,"T","WF",NA,"YFT","YELLOWFIN TUNA",4
2018,"T","WF",NA,"SKJ","SKIPJACK TUNA",7
1995,"P","JP","CS","BET","BIGEYE TUNA",397
1995,"P","JP","CS","PBF","PACIFIC BLUEFIN TUNA",102
1995,"P","JP","CS","ALB","ALBACORE",176
1995,"P","JP","CS","SKJ","SKIPJACK TUNA",5929
1995,"P","JP","CS","YFT","YELLOWFIN TUNA",503
1982,"P","US","HW","YFT","YELLOWFIN TUNA",106
1982,"P","US","HW","SKJ","SKIPJACK TUNA",1400
1994,"S","KR",NA,"YFT","YELLOWFIN TUNA",55418
1994,"S","KR",NA,"SKJ","SKIPJACK TUNA",129992
1994,"S","KR",NA,"BET","BIGEYE TUNA",9583
1986,"P","KI",NA,"SKJ","SKIPJACK TUNA",891
1986,"P","KI",NA,"YFT","YELLOWFIN TUNA",523
1996,"T","CK",NA,"ALB","ALBACORE",43
2011,"G","JP",NA,"SWO","SWORDFISH",189
2011,"G","JP",NA,"BET","BIGEYE TUNA",1
2011,"G","JP",NA,"SKJ","SKIPJACK TUNA",111
2011,"G","JP",NA,"YFT","YELLOWFIN TUNA",6
2011,"G","JP",NA,"ALB","ALBACORE",12
2011,"G","JP",NA,"MLS","STRIPED MARLIN",333
2016,"S","CN",NA,"BET","BIGEYE TUNA",194
2016,"S","CN",NA,"SKJ","SKIPJACK TUNA",9070
2016,"S","CN",NA,"YFT","YELLOWFIN TUNA",3045
2024,"L","ID",NA,"MAK","MAKO SHARKS",2
2024,"L","ID",NA,"BET","BIGEYE TUNA",601
2024,"L","ID",NA,"ALB","ALBACORE",20
2024,"L","ID",NA,"SWO","SWORDFISH",90
2024,"L","ID",NA,"YFT","YELLOWFIN TUNA",1411
2024,"L","ID",NA,"MLS","STRIPED MARLIN",4
2024,"L","ID",NA,"SKJ","SKIPJACK TUNA",376
2000,"L","VN",NA,"YFT","YELLOWFIN TUNA",6776
2000,"L","VN",NA,"SWO","SWORDFISH",253
2000,"L","VN",NA,"BET","BIGEYE TUNA",2479
2000,"L","VN",NA,"ALB","ALBACORE",10
1992,"L","US","HW","SKJ","SKIPJACK TUNA",25
1992,"L","US","HW","SWO","SWORDFISH",5276
1992,"L","US","HW","YFT","YELLOWFIN TUNA",362
1992,"L","US","HW","ALB","ALBACORE",332
1992,"L","US","HW","BET","BIGEYE TUNA",1490
1992,"L","US","HW","MLS","STRIPED MARLIN",545
2004,"L","MH",NA,"YFT","YELLOWFIN TUNA",3
2004,"L","MH",NA,"BET","BIGEYE TUNA",1
2003,"T","NZ",NA,"ALB","ALBACORE",3721
1995,"S","TW",NA,"BET","BIGEYE TUNA",7214
1995,"S","TW",NA,"SKJ","SKIPJACK TUNA",127102
1995,"S","TW",NA,"YFT","YELLOWFIN TUNA",48179
2006,"T","US",NA,"ALB","ALBACORE",587
1987,"O","JP",NA,"SKJ","SKIPJACK TUNA",6042
1987,"O","JP",NA,"YFT","YELLOWFIN TUNA",920
1987,"O","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",2385
1987,"O","JP",NA,"MLS","STRIPED MARLIN",511
1987,"O","JP",NA,"BET","BIGEYE TUNA",90
1987,"O","JP",NA,"ALB","ALBACORE",189
1987,"O","JP",NA,"SWO","SWORDFISH",172
1989,"S","PH","PH","BET","BIGEYE TUNA",2036
1989,"S","PH","PH","YFT","YELLOWFIN TUNA",17335
1989,"S","PH","PH","SKJ","SKIPJACK TUNA",30456
2011,"R","TW",NA,"SKJ","SKIPJACK TUNA",3961
1976,"L","SB",NA,"YFT","YELLOWFIN TUNA",146
1976,"L","SB",NA,"BET","BIGEYE TUNA",25
1976,"L","SB",NA,"ALB","ALBACORE",6
1976,"L","SB",NA,"SWO","SWORDFISH",1
1984,"S","PH","PH","YFT","YELLOWFIN TUNA",18486
1984,"S","PH","PH","SKJ","SKIPJACK TUNA",22347
1984,"S","PH","PH","BET","BIGEYE TUNA",2143
1954,"O","ID",NA,"SKJ","SKIPJACK TUNA",3584
1954,"O","ID",NA,"YFT","YELLOWFIN TUNA",945
1961,"L","US","HW","BET","BIGEYE TUNA",469
1961,"L","US","HW","YFT","YELLOWFIN TUNA",152
1961,"L","US","HW","ALB","ALBACORE",5
1994,"H","ID",NA,"SWO","SWORDFISH",24
1994,"H","ID",NA,"YFT","YELLOWFIN TUNA",6269
1994,"H","ID",NA,"BET","BIGEYE TUNA",200
2023,"R","TW",NA,"SKJ","SKIPJACK TUNA",4510
1957,"K","PH",NA,"SKJ","SKIPJACK TUNA",1858
1957,"K","PH",NA,"YFT","YELLOWFIN TUNA",7193
2011,"S","MH",NA,"YFT","YELLOWFIN TUNA",12466
2011,"S","MH",NA,"BET","BIGEYE TUNA",10618
2011,"S","MH",NA,"SKJ","SKIPJACK TUNA",67098
1992,"P","US","HW","SKJ","SKIPJACK TUNA",763
1992,"P","US","HW","YFT","YELLOWFIN TUNA",16
2001,"L","US","HW","SWO","SWORDFISH",1971
2001,"L","US","HW","ALB","ALBACORE",1293
2001,"L","US","HW","BET","BIGEYE TUNA",2418
2001,"L","US","HW","MLS","STRIPED MARLIN",356
2001,"L","US","HW","YFT","YELLOWFIN TUNA",1016
2001,"L","US","HW","SKJ","SKIPJACK TUNA",211
2022,"S","PH","PH","YFT","YELLOWFIN TUNA",12615
2022,"S","PH","PH","SKJ","SKIPJACK TUNA",49498
2022,"S","PH","PH","BET","BIGEYE TUNA",881
1993,"T","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",546
2004,"S","FM",NA,"BET","BIGEYE TUNA",1582
2004,"S","FM",NA,"SKJ","SKIPJACK TUNA",19597
2004,"S","FM",NA,"YFT","YELLOWFIN TUNA",6565
1970,"P","PW",NA,"SKJ","SKIPJACK TUNA",8081
1970,"P","PW",NA,"YFT","YELLOWFIN TUNA",1
2014,"L","ID",NA,"MLS","STRIPED MARLIN",227
2014,"L","ID",NA,"SWO","SWORDFISH",640
2014,"L","ID",NA,"BET","BIGEYE TUNA",7194
2014,"L","ID",NA,"YFT","YELLOWFIN TUNA",28423
2021,"S","NZ",NA,"SKJ","SKIPJACK TUNA",4911
2013,"O","JP",NA,"YFT","YELLOWFIN TUNA",594
2013,"O","JP",NA,"SWO","SWORDFISH",472
2013,"O","JP",NA,"SKJ","SKIPJACK TUNA",320
2013,"O","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",1944
2013,"O","JP",NA,"ALB","ALBACORE",247
2013,"O","JP",NA,"BET","BIGEYE TUNA",116
2013,"O","JP",NA,"MLS","STRIPED MARLIN",125
1990,"P","NZ",NA,"ALB","ALBACORE",242
1992,"L","AU","AU","ALB","ALBACORE",214
1992,"L","AU","AU","BSH","BLUE SHARK",28
1992,"L","AU","AU","MLS","STRIPED MARLIN",22
1992,"L","AU","AU","SWO","SWORDFISH",49
1992,"L","AU","AU","SKJ","SKIPJACK TUNA",62
1992,"L","AU","AU","YFT","YELLOWFIN TUNA",1017
1992,"L","AU","AU","BET","BIGEYE TUNA",34
2019,"T","NZ",NA,"MAK","MAKO SHARKS",7
2019,"T","NZ",NA,"ALB","ALBACORE",2635
2019,"T","NZ",NA,"SKJ","SKIPJACK TUNA",5
2022,"S","PG",NA,"BSH","BLUE SHARK",0.31
2022,"S","PG",NA,"YFT","YELLOWFIN TUNA",75448.769
2022,"S","PG",NA,"SKJ","SKIPJACK TUNA",138721.969
2022,"S","PG",NA,"BET","BIGEYE TUNA",2114.189
2022,"S","PG",NA,"MLS","STRIPED MARLIN",4.66
2022,"S","PG",NA,"SWO","SWORDFISH",0.21
2022,"S","PG",NA,"THR","THRESHER SHARKS NEI",0.14
2022,"S","PG",NA,"ALB","ALBACORE",0.47
1999,"K","PH",NA,"SKJ","SKIPJACK TUNA",27624
1999,"K","PH",NA,"BET","BIGEYE TUNA",3927
1999,"K","PH",NA,"YFT","YELLOWFIN TUNA",41729
2021,"P","JP","CS","YFT","YELLOWFIN TUNA",2265
2021,"P","JP","CS","BET","BIGEYE TUNA",218
2021,"P","JP","CS","SKJ","SKIPJACK TUNA",18252
2021,"P","JP","CS","ALB","ALBACORE",224
1983,"O","PH",NA,"BET","BIGEYE TUNA",538
1983,"O","PH",NA,"YFT","YELLOWFIN TUNA",4841
1983,"O","PH",NA,"SKJ","SKIPJACK TUNA",6751
1985,"G","JP",NA,"SKJ","SKIPJACK TUNA",2366
1985,"G","JP",NA,"ALB","ALBACORE",13132
1985,"G","JP",NA,"YFT","YELLOWFIN TUNA",51
1985,"G","JP",NA,"BET","BIGEYE TUNA",117
1985,"G","JP",NA,"SWO","SWORDFISH",1133
1985,"G","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",728
1985,"G","JP",NA,"MLS","STRIPED MARLIN",2363
2005,"O","FJ",NA,"YFT","YELLOWFIN TUNA",41
2005,"O","FJ",NA,"SKJ","SKIPJACK TUNA",54
1971,"P","PW",NA,"SKJ","SKIPJACK TUNA",2133
1971,"P","PW",NA,"YFT","YELLOWFIN TUNA",10
2007,"S","VU",NA,"SKJ","SKIPJACK TUNA",57533
2007,"S","VU",NA,"YFT","YELLOWFIN TUNA",11533
2007,"S","VU",NA,"BET","BIGEYE TUNA",2215
2017,"H","US","HW","YFT","YELLOWFIN TUNA",400
2017,"H","US","HW","ALB","ALBACORE",35
2017,"H","US","HW","SWO","SWORDFISH",6
2017,"H","US","HW","BET","BIGEYE TUNA",106
2017,"H","US","HW","SKJ","SKIPJACK TUNA",6
2015,"G","JP",NA,"ALB","ALBACORE",138
2015,"G","JP",NA,"MLS","STRIPED MARLIN",287
2015,"G","JP",NA,"YFT","YELLOWFIN TUNA",12
2015,"G","JP",NA,"BET","BIGEYE TUNA",4
2015,"G","JP",NA,"SWO","SWORDFISH",277
2015,"G","JP",NA,"SKJ","SKIPJACK TUNA",119
1997,"L","TO",NA,"SKJ","SKIPJACK TUNA",1
1997,"L","TO",NA,"MLS","STRIPED MARLIN",31
1997,"L","TO",NA,"YFT","YELLOWFIN TUNA",100
1997,"L","TO",NA,"SWO","SWORDFISH",17
1997,"L","TO",NA,"BET","BIGEYE TUNA",69
1997,"L","TO",NA,"ALB","ALBACORE",493
1976,"P","PW",NA,"SKJ","SKIPJACK TUNA",4911
1976,"P","PW",NA,"YFT","YELLOWFIN TUNA",412
2021,"L","US","MP","BET","BIGEYE TUNA",1500
2011,"P","ID",NA,"BET","BIGEYE TUNA",3308
2011,"P","ID",NA,"YFT","YELLOWFIN TUNA",32193
2011,"P","ID",NA,"SKJ","SKIPJACK TUNA",123515
1996,"O","FJ",NA,"YFT","YELLOWFIN TUNA",41
1996,"O","FJ",NA,"SKJ","SKIPJACK TUNA",58
2016,"S","PG",NA,"BET","BIGEYE TUNA",11668
2016,"S","PG",NA,"SWO","SWORDFISH",5
2016,"S","PG",NA,"YFT","YELLOWFIN TUNA",89875
2016,"S","PG",NA,"SKJ","SKIPJACK TUNA",200244
2016,"S","PG",NA,"MLS","STRIPED MARLIN",8
2016,"S","PG",NA,"ALB","ALBACORE",10
2004,"R","PH",NA,"SKJ","SKIPJACK TUNA",13399
2004,"R","PH",NA,"BET","BIGEYE TUNA",311
2004,"R","PH",NA,"YFT","YELLOWFIN TUNA",4560
2004,"T","NZ",NA,"ALB","ALBACORE",3212
2018,"G","JP",NA,"ALB","ALBACORE",35
2018,"G","JP",NA,"MLS","STRIPED MARLIN",278
2018,"G","JP",NA,"SWO","SWORDFISH",230
2018,"G","JP",NA,"SKJ","SKIPJACK TUNA",91
2018,"G","JP",NA,"BET","BIGEYE TUNA",1
2018,"G","JP",NA,"YFT","YELLOWFIN TUNA",6
2009,"L","TO",NA,"THR","THRESHER SHARKS NEI",2
2009,"L","TO",NA,"BSH","BLUE SHARK",28
2009,"L","TO",NA,"ALB","ALBACORE",124
2009,"L","TO",NA,"BET","BIGEYE TUNA",38
2009,"L","TO",NA,"YFT","YELLOWFIN TUNA",109
2009,"L","TO",NA,"MAK","MAKO SHARKS",18
2009,"L","TO",NA,"MLS","STRIPED MARLIN",8
2009,"L","TO",NA,"SWO","SWORDFISH",22
2007,"S","PH","PH","SKJ","SKIPJACK TUNA",112605
2007,"S","PH","PH","YFT","YELLOWFIN TUNA",51335
2007,"S","PH","PH","BET","BIGEYE TUNA",6965
2006,"H","ID",NA,"BET","BIGEYE TUNA",86
2006,"H","ID",NA,"YFT","YELLOWFIN TUNA",4249
2006,"H","ID",NA,"SWO","SWORDFISH",4
2007,"L","VN",NA,"BET","BIGEYE TUNA",3648
2007,"L","VN",NA,"YFT","YELLOWFIN TUNA",11270
2007,"L","VN",NA,"SWO","SWORDFISH",407
2007,"L","VN",NA,"ALB","ALBACORE",16
1973,"S","PH","PH","YFT","YELLOWFIN TUNA",5629
1973,"S","PH","PH","BET","BIGEYE TUNA",654
1973,"S","PH","PH","SKJ","SKIPJACK TUNA",4035
2010,"S","NZ",NA,"YFT","YELLOWFIN TUNA",1965
2010,"S","NZ",NA,"SKJ","SKIPJACK TUNA",21986
2010,"S","NZ",NA,"BET","BIGEYE TUNA",560
2014,"O","KI",NA,"SKJ","SKIPJACK TUNA",2190
2014,"O","KI",NA,"YFT","YELLOWFIN TUNA",2169
2022,"O","NU",NA,"YFT","YELLOWFIN TUNA",2
1996,"O","TW",NA,"SKJ","SKIPJACK TUNA",1908
1996,"O","TW",NA,"YFT","YELLOWFIN TUNA",159
1996,"O","TW",NA,"BET","BIGEYE TUNA",1
2011,"S","VN",NA,"SKJ","SKIPJACK TUNA",18350
2011,"S","VN",NA,"YFT","YELLOWFIN TUNA",3899
2011,"S","VN",NA,"BET","BIGEYE TUNA",688
1953,"O","PH",NA,"SKJ","SKIPJACK TUNA",3241
1953,"O","PH",NA,"YFT","YELLOWFIN TUNA",2466
2002,"L","FM",NA,"MLS","STRIPED MARLIN",5
2002,"L","FM",NA,"BET","BIGEYE TUNA",759
2002,"L","FM",NA,"YFT","YELLOWFIN TUNA",164
2002,"L","FM",NA,"SWO","SWORDFISH",27
1980,"P","PG",NA,"YFT","YELLOWFIN TUNA",3018
1980,"P","PG",NA,"SKJ","SKIPJACK TUNA",30976
1999,"S","PG",NA,"BET","BIGEYE TUNA",2020
1999,"S","PG",NA,"SKJ","SKIPJACK TUNA",22590
1999,"S","PG",NA,"YFT","YELLOWFIN TUNA",13691
2019,"S","EC",NA,"BET","BIGEYE TUNA",3859
2019,"S","EC",NA,"SKJ","SKIPJACK TUNA",18559
2019,"S","EC",NA,"YFT","YELLOWFIN TUNA",2717
1981,"H","PH",NA,"SWO","SWORDFISH",103
1981,"H","PH",NA,"YFT","YELLOWFIN TUNA",5896
1981,"H","PH",NA,"BET","BIGEYE TUNA",182
2002,"S","AU","AF","SKJ","SKIPJACK TUNA",45
1996,"K","PH",NA,"BET","BIGEYE TUNA",4471
1996,"K","PH",NA,"SKJ","SKIPJACK TUNA",23553
1996,"K","PH",NA,"YFT","YELLOWFIN TUNA",34470
1954,"L","US","HW","BET","BIGEYE TUNA",1248
1954,"L","US","HW","ALB","ALBACORE",13
1954,"L","US","HW","YFT","YELLOWFIN TUNA",191
2024,"O","PH",NA,"BET","BIGEYE TUNA",250
2024,"O","PH",NA,"SKJ","SKIPJACK TUNA",6821
2024,"O","PH",NA,"YFT","YELLOWFIN TUNA",3368
2024,"O","PH",NA,"ALB","ALBACORE",95
2006,"O","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",1885
2006,"O","JP",NA,"YFT","YELLOWFIN TUNA",281
2006,"O","JP",NA,"ALB","ALBACORE",97
2006,"O","JP",NA,"BET","BIGEYE TUNA",39
2006,"O","JP",NA,"SWO","SWORDFISH",581
2006,"O","JP",NA,"SKJ","SKIPJACK TUNA",516
2006,"O","JP",NA,"MLS","STRIPED MARLIN",84
2010,"S","CN",NA,"SKJ","SKIPJACK TUNA",38425
2010,"S","CN",NA,"YFT","YELLOWFIN TUNA",13578
2010,"S","CN",NA,"BET","BIGEYE TUNA",1712
1978,"P","US","HW","YFT","YELLOWFIN TUNA",62
1959,"O","PH",NA,"SKJ","SKIPJACK TUNA",4408
1959,"O","PH",NA,"YFT","YELLOWFIN TUNA",2808
2001,"S","VU",NA,"SKJ","SKIPJACK TUNA",8264
2001,"S","VU",NA,"YFT","YELLOWFIN TUNA",2671
2001,"S","VU",NA,"BET","BIGEYE TUNA",261
1964,"P","JP","DW","ALB","ALBACORE",23858
1964,"P","JP","DW","SKJ","SKIPJACK TUNA",136081
1964,"P","JP","DW","YFT","YELLOWFIN TUNA",4933
1964,"P","JP","DW","BET","BIGEYE TUNA",1143
2015,"L","FM",NA,"PBF","PACIFIC BLUEFIN TUNA",3
2015,"L","FM",NA,"SKJ","SKIPJACK TUNA",49
2015,"L","FM",NA,"BET","BIGEYE TUNA",2296
2015,"L","FM",NA,"MLS","STRIPED MARLIN",1
2015,"L","FM",NA,"SWO","SWORDFISH",42
2015,"L","FM",NA,"ALB","ALBACORE",1428
2015,"L","FM",NA,"YFT","YELLOWFIN TUNA",1691
2009,"T","US","HW","YFT","YELLOWFIN TUNA",436
2009,"T","US","HW","BET","BIGEYE TUNA",59
2009,"T","US","HW","ALB","ALBACORE",3
2009,"T","US","HW","MLS","STRIPED MARLIN",10
2009,"T","US","HW","SKJ","SKIPJACK TUNA",139
2020,"P","NZ",NA,"ALB","ALBACORE",15
1993,"T","NZ",NA,"ALB","ALBACORE",2971
1985,"S","NZ",NA,"YFT","YELLOWFIN TUNA",224
1985,"S","NZ",NA,"BET","BIGEYE TUNA",63
1985,"S","NZ",NA,"SKJ","SKIPJACK TUNA",2172
1975,"S","AU","AF","SKJ","SKIPJACK TUNA",1900
1995,"S","NZ",NA,"SKJ","SKIPJACK TUNA",1654
1989,"O","AU",NA,"ALB","ALBACORE",13
1994,"S","VU",NA,"BET","BIGEYE TUNA",47
1994,"S","VU",NA,"SKJ","SKIPJACK TUNA",548
1994,"S","VU",NA,"YFT","YELLOWFIN TUNA",224
2007,"S","VN",NA,"BET","BIGEYE TUNA",495
2007,"S","VN",NA,"SKJ","SKIPJACK TUNA",18576
2007,"S","VN",NA,"YFT","YELLOWFIN TUNA",5697
1974,"O","JP",NA,"SKJ","SKIPJACK TUNA",5936
1974,"O","JP",NA,"YFT","YELLOWFIN TUNA",676
1974,"O","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",6439
1974,"O","JP",NA,"MLS","STRIPED MARLIN",818
1974,"O","JP",NA,"BET","BIGEYE TUNA",67
1974,"O","JP",NA,"ALB","ALBACORE",904
1974,"O","JP",NA,"SWO","SWORDFISH",376
2024,"S","CK",NA,"SKJ","SKIPJACK TUNA",4622.982
2024,"S","CK",NA,"MLS","STRIPED MARLIN",0.03
2024,"S","CK",NA,"BET","BIGEYE TUNA",509.981
2024,"S","CK",NA,"BSH","BLUE SHARK",0.07
2024,"S","CK",NA,"YFT","YELLOWFIN TUNA",620.546
1972,"P","PG",NA,"YFT","YELLOWFIN TUNA",1345
1972,"P","PG",NA,"SKJ","SKIPJACK TUNA",11785
1996,"S","JP","CS","SKJ","SKIPJACK TUNA",14
1996,"S","JP","CS","YFT","YELLOWFIN TUNA",1
1996,"S","JP","CS","PBF","PACIFIC BLUEFIN TUNA",2104
2009,"O","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",3149
2009,"O","JP",NA,"ALB","ALBACORE",75
2009,"O","JP",NA,"BET","BIGEYE TUNA",98
2009,"O","JP",NA,"YFT","YELLOWFIN TUNA",421
2009,"O","JP",NA,"SWO","SWORDFISH",491
2009,"O","JP",NA,"MLS","STRIPED MARLIN",111
2009,"O","JP",NA,"SKJ","SKIPJACK TUNA",552
1988,"L","US","AS","YFT","YELLOWFIN TUNA",1
1988,"L","US","AS","ALB","ALBACORE",1
2003,"L","JP","CS","PBF","PACIFIC BLUEFIN TUNA",1152
2003,"L","JP","CS","SKJ","SKIPJACK TUNA",42
2003,"L","JP","CS","SWO","SWORDFISH",1058
2003,"L","JP","CS","ALB","ALBACORE",16309
2003,"L","JP","CS","BET","BIGEYE TUNA",8402
2003,"L","JP","CS","MLS","STRIPED MARLIN",842
2003,"L","JP","CS","YFT","YELLOWFIN TUNA",6385
1993,"P","JP","DW","PBF","PACIFIC BLUEFIN TUNA",49
1993,"P","JP","DW","ALB","ALBACORE",12423
1993,"P","JP","DW","YFT","YELLOWFIN TUNA",4529
1993,"P","JP","DW","SKJ","SKIPJACK TUNA",162404
1993,"P","JP","DW","BET","BIGEYE TUNA",1770
1975,"P","PG",NA,"YFT","YELLOWFIN TUNA",1744
1975,"P","PG",NA,"SKJ","SKIPJACK TUNA",15625
1984,"O","PH",NA,"SKJ","SKIPJACK TUNA",2072
1984,"O","PH",NA,"BET","BIGEYE TUNA",365
1984,"O","PH",NA,"YFT","YELLOWFIN TUNA",3282
1998,"T","CK",NA,"ALB","ALBACORE",22
2000,"N","JP",NA,"YFT","YELLOWFIN TUNA",2
2000,"N","JP",NA,"ALB","ALBACORE",1
2000,"N","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",8
2000,"N","JP",NA,"SKJ","SKIPJACK TUNA",817
1988,"G","JP",NA,"PBF","PACIFIC BLUEFIN TUNA",371
1988,"G","JP",NA,"SWO","SWORDFISH",1234
1988,"G","JP",NA,"SKJ","SKIPJACK TUNA",9742
1988,"G","JP",NA,"ALB","ALBACORE",13345
1988,"G","JP",NA,"BET","BIGEYE TUNA",89
1988,"G","JP",NA,"MLS","STRIPED MARLIN",2211
1988,"G","JP",NA,"YFT","YELLOWFIN TUNA",84
1997,"L","PW",NA,"BET","BIGEYE TUNA",6
1997,"L","PW",NA,"YFT","YELLOWFIN TUNA",1
2016,"H","PH",NA,"SWO","SWORDFISH",16
2016,"H","PH",NA,"SKJ","SKIPJACK TUNA",1954
2016,"H","PH",NA,"ALB","ALBACORE",125
2016,"H","PH",NA,"BET","BIGEYE TUNA",850
2016,"H","PH",NA,"YFT","YELLOWFIN TUNA",17593
2022,"O","VU",NA,"SKJ","SKIPJACK TUNA",191
2022,"O","VU",NA,"YFT","YELLOWFIN TUNA",148
2013,"G","JP",NA,"BET","BIGEYE TUNA",1
2013,"G","JP",NA,"MLS","STRIPED MARLIN",336
2013,"G","JP",NA,"SKJ","SKIPJACK TUNA",112
2013,"G","JP",NA,"SWO","SWORDFISH",209
2013,"G","JP",NA,"ALB","ALBACORE",14
2013,"G","JP",NA,"YFT","YELLOWFIN TUNA",8
1993,"S","SB",NA,"BET","BIGEYE TUNA",390
1993,"S","SB",NA,"SKJ","SKIPJACK TUNA",4392
1993,"S","SB",NA,"YFT","YELLOWFIN TUNA",5536
2008,"L","FM",NA,"YFT","YELLOWFIN TUNA",328
2008,"L","FM",NA,"MLS","STRIPED MARLIN",1
2008,"L","FM",NA,"BET","BIGEYE TUNA",970
2008,"L","FM",NA,"SWO","SWORDFISH",20
2021,"S","US",NA,"YFT","YELLOWFIN TUNA",6695.212
2021,"S","US",NA,"BET","BIGEYE TUNA",5980.225
2021,"S","US",NA,"SKJ","SKIPJACK TUNA",37796.462
1982,"S","PH","PH","YFT","YELLOWFIN TUNA",17151
1982,"S","PH","PH","SKJ","SKIPJACK TUNA",23929
1982,"S","PH","PH","BET","BIGEYE TUNA",1815
2023,"G","VN",NA,"SWO","SWORDFISH",176
2023,"G","VN",NA,"YFT","YELLOWFIN TUNA",214
2023,"G","VN",NA,"SKJ","SKIPJACK TUNA",12171
2023,"G","VN",NA,"ALB","ALBACORE",185
2023,"G","VN",NA,"BET","BIGEYE TUNA",60
2003,"S","EC",NA,"YFT","YELLOWFIN TUNA",173
2003,"S","EC",NA,"BET","BIGEYE TUNA",722
2003,"S","EC",NA,"SKJ","SKIPJACK TUNA",667
1998,"S","AU","AF","SKJ","SKIPJACK TUNA",1014
1974,"S","JP","CS","BET","BIGEYE TUNA",25
1974,"S","JP","CS","ALB","ALBACORE",68
1974,"S","JP","CS","SKJ","SKIPJACK TUNA",1463
1974,"S","JP","CS","YFT","YELLOWFIN TUNA",797
2021,"S","KR",NA,"YFT","YELLOWFIN TUNA",46891.741
2021,"S","KR",NA,"BET","BIGEYE TUNA",5853.006
2021,"S","KR",NA,"SKJ","SKIPJACK TUNA",177506.793
1993,"S","FM",NA,"SKJ","SKIPJACK TUNA",10688
1993,"S","FM",NA,"BET","BIGEYE TUNA",1189
1993,"S","FM",NA,"YFT","YELLOWFIN TUNA",4930
2007,"L","AU","AU","SWO","SWORDFISH",1353
2007,"L","AU","AU","BSH","BLUE SHARK",9
2007,"L","AU","AU","ALB","ALBACORE",1925
2007,"L","AU","AU","BET","BIGEYE TUNA",1008
